,event number,mission number,trajectory number,jump amplitude [m],jump time [s],jump depth [m],normalized jump amplitude [-],normalized jump time [-],normalized cross shore jump location [-],breaking iribarren_number [-],Offshore Hs [m],Offshore Tm [s],linear phase speed at jump depth [m/s],bulk jump speed [m/s],mean jump speed [m/s],median jump speed [m/s],max jump speed [m/s],nrmse
2727,2727,21,5,40.85796432,11.166622,2.146530083,0.686260539,1.500373191,0.451785756,0.111073199,2.5528471,7.442563,4.58650137,3.658936814,3.655334188,3.602807802,6.41633951,0.825730876
809,809,72,19,40.67560103,12.999948,1.057034511,0.510554633,1.360015693,0.677865988,0.165174783,1.5447562,9.558675,3.218530443,3.128904903,3.129172537,2.899134186,5.671143661,0.478083992
2853,2853,21,24,40.63722761,16.333268,2.145565927,0.68255299,2.194575713,0.486666286,0.111073199,2.5528471,7.442563,4.585471195,2.488003479,2.463843109,2.154314167,5.413633748,0.583343806
3657,3657,24,26,40.56941602,11.999952,1.697679889,0.739761678,1.723738364,0.502018684,0.115793557,2.163684,6.9615855,4.078880105,3.380798191,3.308121751,3.425530756,5.209227949,0.599182849
1427,1427,12,9,40.55795835,23.499906,1.537473389,0.857721442,3.789627731,0.930513469,0.147122322,1.1556554,6.201112,3.881654185,1.725877472,1.747979754,1.741597812,3.906060553,0.645151333
2890,2890,21,29,40.50339105,23.499906,4.309249988,0.680305038,3.157501791,0.705265405,0.111073199,2.5528471,7.442563,6.498511359,1.723555449,1.747213737,1.925781828,3.840328046,0.691936115
3234,3234,71,10,40.4431369,5.666644,1.208627017,0.517631633,0.603163962,0.635874807,0.163134115,1.5530667,9.394865,3.441590441,7.137052707,6.818927614,7.204874571,10.49858915,0.776669918
3656,3656,24,26,40.42691745,12.166618,2.485453764,0.737163293,1.747679175,0.595563686,0.115793557,2.163684,6.9615855,4.935326421,3.322773629,3.185235146,2.754943798,6.390622784,0.612271005
3261,3261,71,18,40.30285461,6.999972,1.5528246,0.51583616,0.745084895,0.697892734,0.163134115,1.5530667,9.394865,3.900984629,5.757573688,5.382173781,5.110835662,8.644295088,0.503937562
417,417,28,7,40.24737673,13.666612,1.420597355,0.610488685,1.685026688,0.744181373,0.159366763,1.3731568,8.1106205,3.731200086,2.944941785,2.911396586,2.535032953,5.622326237,0.525983836
3406,3406,75,8,40.19954245,27.833222,1.471523081,0.571353569,3.244850227,0.45273381,0.131080441,2.1661875,8.57766,3.797489459,1.444300715,1.439182126,1.456303295,3.011556542,0.874499745
3252,3252,71,16,40.13719601,6.166642,0.895125735,0.513715896,0.656384312,0.689242298,0.163134115,1.5530667,9.394865,2.961795436,6.508760524,6.518855006,6.180058507,10.36246006,0.459624271
3619,3619,24,21,40.11831088,20.999916,3.769319696,0.731536017,3.016542137,0.923842256,0.115793557,2.163684,6.9615855,6.07777369,1.910403398,1.918202696,2.292818383,3.932589799,0.680365258
1363,1363,37,1,39.92416956,8.999964,1.820242236,0.596323072,1.09511488,1.143541217,0.204209803,0.8492915,8.218283,4.223549918,4.436036584,4.424391802,4.387250149,8.077150803,0.402300384
865,865,23,5,39.91581561,9.666628,2.468072175,0.662326087,1.286283383,0.580688077,0.114922357,2.4139028,7.515162,4.918038971,4.129238821,4.125029558,3.532851199,7.642774106,0.441701671
1904,1904,80,12,39.90096378,19.333256,2.984800488,0.586299788,2.319630899,0.651569823,0.129385016,2.150559,8.334626,5.408423502,2.063851209,2.060325435,2.079854367,3.963567328,0.584877044
2380,2380,74,4,39.81393778,8.999964,2.735569183,0.557358746,1.035508893,0.555820843,0.132932216,2.1384323,8.691344,5.177700068,4.423788559,4.380561769,4.464903313,7.34930919,0.493042991
3380,3380,75,4,39.66364028,9.333296,2.121273535,0.563736825,1.088093489,0.499879044,0.131080441,2.1661875,8.57766,4.559438633,4.249692743,4.170675118,4.091208933,7.513112047,0.536508482
3432,3432,75,12,39.47207173,16.333268,2.311754046,0.561014073,1.904163606,0.473148771,0.131080441,2.1661875,8.57766,4.759746806,2.416667119,2.406856742,2.622484666,3.66268294,0.925401136
2408,2408,74,10,39.30756732,13.33328,3.568324764,0.550270022,1.534087248,0.713668958,0.132932216,2.1384323,8.691344,5.913508492,2.948079342,2.870910372,3.288020984,5.989283895,0.775357485
3175,3175,20,35,39.27810918,10.166626,1.838811381,0.65102272,1.351526315,0.387360559,0.109169979,2.6779573,7.5223293,4.245038461,3.863436028,3.855218614,4.423883577,6.319835515,0.697341439
3431,3431,75,12,39.12064851,15.166606,2.319041283,0.556019317,1.76815192,0.529382928,0.131080441,2.1661875,8.57766,4.76724287,2.579393736,2.556916207,2.69663078,3.66268294,0.949188349
2168,2168,22,19,39.11881111,19.16659,2.01959949,0.647400214,2.544637997,0.49731776,0.112469191,2.5269773,7.532148,4.448828498,2.040989613,2.015000528,2.209706121,3.260517782,0.942518155
2008,2008,73,23,39.11593581,9.499962,1.861358016,0.490977926,0.993857621,0.74174484,0.165174783,1.5447562,9.558675,4.270984495,4.117483397,4.062111791,4.456502494,7.222396421,0.437055929
2479,2479,25,0,39.07079514,5.83331,3.420210821,0.690613446,0.817099829,0.866584938,0.117715552,2.1597586,7.139042,5.789478909,6.697877387,6.505889788,6.690890727,10.69701157,0.450650971
349,349,79,3,38.8755239,8.499966,1.868315988,0.571232102,1.019837723,0.479862688,0.129385016,2.150559,8.334626,4.278959767,4.573609342,4.531553463,4.867952658,7.449974478,0.670036619
3134,3134,20,27,38.73102549,14.666608,1.422735321,0.641954975,1.949742881,0.345243679,0.109169979,2.6779573,7.5223293,3.734006715,2.640762301,2.592030221,2.474169199,4.042571798,0.559535296
2670,2670,25,27,38.58346996,9.666628,1.483630551,0.68199951,1.354051146,0.488490452,0.117715552,2.1597586,7.139042,3.813080041,3.99140941,3.954760777,3.705245889,6.94162222,0.34559258
2474,2474,74,23,38.58137378,13.666612,3.125668249,0.540103976,1.572439429,0.620647879,0.132932216,2.1384323,8.691344,5.534577566,2.823038642,2.780539629,2.345508193,5.092918311,0.70741296
3087,3087,20,16,38.36004067,10.666624,3.707455631,0.635806014,1.417994822,0.635777256,0.109169979,2.6779573,7.5223293,6.02769153,3.596268198,3.736065155,5.201152201,5.330216797,0.593443971
2829,2829,21,21,38.34399407,8.833298,2.974194309,0.644035269,1.186862375,0.649460096,0.111073199,2.5528471,7.442563,5.398805815,4.34084688,4.131010611,4.656653475,5.919744664,0.842570736
381,381,79,9,38.28472866,6.833306,3.93604588,0.562551031,0.819869542,0.701729136,0.129385016,2.150559,8.334626,6.210736641,5.602665629,5.531037854,5.588036743,10.68731454,0.390332427
3044,3044,20,8,38.26400159,7.999968,1.263376857,0.634214195,1.063496117,0.350692728,0.109169979,2.6779573,7.5223293,3.518677762,4.783019331,4.761099522,4.042117742,8.121886676,0.525910887
3092,3092,20,16,38.2535342,7.333304,1.646205518,0.634040702,0.97487144,0.365983227,0.109169979,2.6779573,7.5223293,4.016567449,5.216411893,5.157190251,5.049398338,8.238033279,0.685323774
3205,3205,71,2,38.18706873,11.66662,0.822202488,0.488756221,1.241808158,0.636854911,0.163134115,1.5530667,9.394865,2.83858845,3.273190412,3.176845682,2.895368755,5.620275367,0.645987714
764,764,72,10,38.11044976,15.83327,3.629213037,0.478357201,1.656429369,1.145279197,0.165174783,1.5447562,9.558675,5.963747795,2.406985402,2.348784271,2.313768227,3.87176323,0.761866034
182,182,68,2,38.08660553,4.666648,2.583976073,0.506871577,0.514099247,0.861613893,0.163885709,1.4799527,9.077329,5.032192913,8.161448117,7.959905986,8.384953485,13.47652314,0.494047679
74,74,78,12,38.01454868,7.166638,1.73582528,0.55858104,0.859863178,0.425004304,0.129385016,2.150559,8.334626,4.124449992,5.304376847,5.158407173,5.603797678,7.652511381,0.878280738
2466,2466,74,21,37.99082807,28.666552,3.318943713,0.531836876,3.298287584,0.66954443,0.132932216,2.1384323,8.691344,5.703126194,1.325266745,1.321341515,1.141522257,3.01277165,0.624797634
2125,2125,22,13,37.8344846,23.33324,1.900064899,0.626145139,3.09782017,0.455909053,0.112469191,2.5269773,7.532148,4.315163498,1.621484397,1.626895874,1.743809184,3.388991018,0.862587255
750,750,72,7,37.82507785,18.666592,2.203540621,0.474775252,1.952843046,0.752679529,0.165174783,1.5447562,9.558675,4.647009585,2.026351562,1.977697022,1.734973438,5.586499375,0.62661802
728,728,72,4,37.80973133,38.666512,2.536681374,0.474582624,4.04517488,0.880333122,0.165174783,1.5447562,9.558675,4.985927944,0.977841791,0.969795061,0.925116588,2.496155529,0.684093559
368,368,79,6,37.79057583,13.666612,4.090318543,0.555290011,1.639739084,0.678622384,0.129385016,2.150559,8.334626,6.331281207,2.765175146,2.759490662,2.655064523,5.280063215,0.485588862
3648,3648,24,25,37.75664709,9.16663,2.730176954,0.688472336,1.316744584,0.697088219,0.115793557,2.163684,6.9615855,5.172594527,4.118923431,4.175454093,3.987679953,7.557558073,0.630657064
2679,2679,35,0,37.75138229,34.666528,1.704040238,0.560620564,4.197366957,1.202441994,0.207574516,0.82674474,8.259113,4.086513714,1.088986537,1.084706599,0.997898001,2.304313233,0.452217698
933,933,23,13,37.55386526,15.83327,2.499040493,0.62313407,2.106843472,0.562084515,0.114922357,2.4139028,7.515162,4.948797513,2.371832556,2.347054243,2.204367712,4.359283031,0.706743173
2575,2575,25,13,37.50124307,5.666644,1.320577502,0.662870121,0.79375412,0.468646752,0.117715552,2.1597586,7.139042,3.597451809,6.617892895,6.421605323,6.665774072,10.30221226,0.531500757
3637,3637,24,23,37.31422771,13.666612,2.705395202,0.680405055,1.96314647,0.611639326,0.115793557,2.163684,6.9615855,5.149065253,2.730320266,2.721526749,3.016542547,3.92934251,0.733022808
239,239,68,20,37.22548946,9.499962,1.904123749,0.495411504,1.046559181,0.743532391,0.163885709,1.4799527,9.077329,4.319769986,3.918488248,3.93606926,4.191546613,6.8556143,0.589887742
240,240,68,20,37.22548946,9.499962,1.904123749,0.495411504,1.046559181,0.683429309,0.163885709,1.4799527,9.077329,4.319769986,3.918488248,3.93606926,4.191546613,6.8556143,0.585861918
729,729,72,4,37.14413608,9.16663,1.712355991,0.466228163,0.958985424,0.75563503,0.165174783,1.5447562,9.558675,4.096472716,4.05210378,4.006751121,4.109385657,6.98550964,0.611334089
874,874,23,6,37.08925116,7.999968,2.923771257,0.615424694,1.064510386,0.681717466,0.114922357,2.4139028,7.515162,5.352845815,4.636174939,4.558060761,3.923771795,7.948627476,0.619996493
2205,2205,22,25,37.08699352,8.166634,2.293732943,0.613774469,1.08423706,0.540900484,0.112469191,2.5269773,7.532148,4.741158386,4.541282678,4.439109754,3.991131022,7.171330287,0.530371983
3180,3180,20,36,37.07600291,5.499978,0.89366311,0.614523478,0.73115358,0.330478974,0.109169979,2.6779573,7.5223293,2.959374677,6.741118403,6.334329811,7.042925816,10.23906597,0.471065079
1340,1340,66,12,36.95690788,7.49997,0.813445281,0.498766003,0.835768587,0.581797232,0.161581125,1.5013198,8.97374,2.823431203,4.927607427,4.877841731,5.012780812,7.986327939,0.584862913
1687,1687,77,17,36.95504519,9.833294,3.4309259,0.549455392,1.19182919,0.739329846,0.12979822,2.1118326,8.25059,5.798540663,3.758155221,3.7474452,2.979511592,6.957555952,0.600356616
1205,1205,76,8,36.95111164,8.666632,4.187829288,0.549396907,1.050425727,0.70293749,0.12979822,2.1118326,8.25059,6.406303694,4.26360686,4.203478965,4.459697851,7.7837135,0.428322389
912,912,23,11,36.89040862,13.833278,2.304491083,0.612125285,1.840715875,0.502686174,0.114922357,2.4139028,7.515162,4.752263946,2.666787194,2.732375405,3.775851747,6.305188448,0.539147835
945,945,23,15,36.82601536,28.33322,2.584039518,0.611056803,3.77014095,0.625510164,0.114922357,2.4139028,7.515162,5.032254691,1.299746918,1.287913665,1.34837518,2.738527061,0.598616945
2920,2920,21,33,36.76261719,10.666624,2.265351647,0.617474069,1.433192302,0.509280451,0.111073199,2.5528471,7.442563,4.71173494,3.446509147,3.403690772,3.03619612,5.694701069,0.618487505
2262,2262,22,33,36.75575336,16.6666,1.587263776,0.608292581,2.212728693,0.414197219,0.112469191,2.5269773,7.532148,3.944006213,2.205354023,2.217807014,2.249579173,4.251729657,0.882054095
3645,3645,24,24,36.73684984,8.666632,2.279207064,0.669876877,1.244922152,0.549217399,0.115793557,2.163684,6.9615855,4.726122007,4.238884245,4.136135889,4.494685646,6.562150346,0.853264605
1863,1863,80,5,36.73664834,16.499934,2.843317244,0.539803732,1.979684991,0.638417459,0.129385016,2.150559,8.334626,5.2786844,2.226472442,2.20856229,2.426741019,4.189805112,0.632723368
2552,2552,25,10,36.36126129,17.166598,2.745129944,0.642719859,2.404608069,0.68445858,0.117715552,2.1597586,7.139042,5.186740157,2.118140198,2.109014347,2.10592704,4.957638253,0.625102681
1997,1997,73,20,36.33794037,5.999976,1.138160525,0.456108904,0.62769955,0.660926614,0.165174783,1.5447562,9.558675,3.33975645,6.056347621,5.852273587,6.052991891,8.873266395,0.501316858
2197,2197,22,24,36.2873054,18.33326,2.067649893,0.60053996,2.434001562,0.483544344,0.112469191,2.5269773,7.532148,4.501440764,1.979315485,1.983971289,1.981962687,3.658304229,0.843776163
857,857,23,3,36.27249236,13.833278,1.886235879,0.601872155,1.840715875,0.469327562,0.114922357,2.4139028,7.515162,4.299431546,2.62211837,2.58598938,2.439156933,4.242926007,0.756185132
664,664,81,7,36.24343217,6.833306,2.773495322,0.532603011,0.819931126,0.526918186,0.130197266,2.123624,8.334,5.213468534,5.303938119,5.288691171,4.862280132,8.541970173,0.639005151
31,31,78,4,36.21300179,6.499974,3.053430254,0.532109334,0.779875906,0.558600459,0.129385016,2.150559,8.334626,5.470248303,5.571253329,5.425715829,5.564368723,8.890695232,0.761724729
3214,3214,71,6,36.20470821,24.833234,1.946460795,0.463383992,2.643277365,0.765245097,0.163134115,1.5530667,9.394865,4.367529712,1.457913545,1.457247825,1.293211139,3.154385858,0.583172855
514,514,69,1,36.13494146,24.499902,0.865209878,0.460794401,2.599328098,0.65673117,0.162591463,1.5692074,9.425475,2.911882004,1.474901469,1.479448195,1.336495833,3.47198747,0.771628763
1312,1312,66,7,36.02227429,20.166586,1.822162317,0.4861523,2.247288867,0.781366369,0.161581125,1.5013198,8.97374,4.225776936,1.786235622,1.793347525,1.996335543,4.086324631,0.657807186
2182,2182,22,21,36.00930703,4.833314,2.016171136,0.595939202,0.641691321,0.477455316,0.112469191,2.5269773,7.532148,4.445050858,7.450231255,7.514089927,7.531714947,11.73916924,0.753553702
1333,1333,66,11,35.98121886,25.999896,2.299009599,0.485598221,2.897331102,0.757101892,0.161581125,1.5013198,8.97374,4.746608691,1.383898569,1.380171215,1.318279292,3.537684905,0.732859568
2680,2680,35,0,35.97562659,31.166542,1.698646278,0.534250003,3.773594331,1.097538981,0.207574516,0.82674474,8.259113,4.080040873,1.154302797,1.153553564,1.097892708,2.304313233,0.489509897
1891,1891,80,9,35.87611186,5.499978,1.786810747,0.527159116,0.659894997,0.512965282,0.129385016,2.150559,8.334626,4.184584247,6.52295552,6.207733685,6.501884727,10.07906277,0.544427123
1612,1612,77,3,35.86164325,8.499966,1.461646119,0.533198462,1.030225232,0.465443194,0.12979822,2.1118326,8.25059,3.784723499,4.219033729,4.185007968,4.91946357,6.69914159,0.732944967
2183,2183,22,21,35.80580233,5.999976,1.375833953,0.592571283,0.79658233,0.410890571,0.112469191,2.5269773,7.532148,3.671944,5.967657592,5.627976827,5.952501909,7.788723,0.915730779
3609,3609,24,19,35.76479295,7.999968,1.417438713,0.652151938,1.149158909,0.440755585,0.115793557,2.163684,6.9615855,3.727049689,4.470617001,4.361217758,4.75010091,6.212676214,0.809589081
3307,3307,14,7,35.70136883,6.499974,2.917741347,0.714987373,1.005189427,1.156820156,0.156091935,1.0841297,6.466417,5.347323181,5.492540252,5.306879237,5.223404956,8.802441477,0.300952239
1601,1601,77,1,35.66155121,6.166642,3.453411363,0.530223451,0.747418306,0.648266911,0.12979822,2.1118326,8.25059,5.817510753,5.782977382,5.760359613,5.387315607,9.316875619,0.613769522
975,975,23,20,35.65797827,15.499938,2.374971305,0.591675477,2.062488872,0.563524593,0.114922357,2.4139028,7.515162,4.824387919,2.300523929,2.287531943,2.392521408,3.616473506,0.635401156
3671,3671,24,29,35.54268892,5.166646,3.037485107,0.648101989,0.742165129,0.778627908,0.115793557,2.163684,6.9615855,5.455946669,6.87925763,6.725010545,7.956770475,10.22997362,0.807575569
1674,1674,77,15,35.53883855,8.166634,3.595210914,0.528398933,0.989824243,0.733744862,0.12979822,2.1118326,8.25059,5.935744853,4.351711923,4.318699389,3.826871629,7.301753931,0.607102103
2258,2258,22,32,35.50313269,8.3333,1.923461902,0.587562225,1.106364347,0.456014069,0.112469191,2.5269773,7.532148,4.341650221,4.260392964,4.114533408,3.535099037,7.01362589,0.481860274
1884,1884,80,8,35.49367291,7.666636,2.284285097,0.521539605,0.919853632,0.51660072,0.129385016,2.150559,8.334626,4.731383936,4.629628028,4.522879656,3.894534288,7.500075696,0.464918916
1490,1490,26,7,35.4754058,5.166646,2.526686822,0.613323644,0.711037512,0.806084211,0.124572287,1.9717437,7.266348,4.976095945,6.86623504,6.683956478,7.085749103,11.31648959,0.324183734
72,72,78,12,35.42856264,5.666644,3.477763274,0.520582883,0.679891815,0.721581896,0.129385016,2.150559,8.334626,5.837985961,6.252124297,6.138759377,6.476955094,10.1706094,0.390445721
3664,3664,24,28,35.3532767,7.833302,3.563718824,0.644648158,1.125218099,0.814033277,0.115793557,2.163684,6.9615855,5.909690726,4.513202312,4.446419168,3.875606753,7.461603732,0.562587857
430,430,28,10,35.31557152,16.833266,1.308474582,0.535681045,2.075459701,0.652327966,0.159366763,1.3731568,8.1106205,3.580928777,2.097963136,2.047929345,2.356729487,3.270115321,0.673551664
3505,3505,24,5,35.2726801,8.833298,3.813367772,0.643178522,1.268862962,0.929853591,0.115793557,2.163684,6.9615855,6.113182818,3.993149569,3.896213322,3.315348563,6.937834916,0.580804172
3105,3105,20,19,35.25342263,7.166638,1.181136372,0.584314764,0.952715271,0.336957297,0.109169979,2.6779573,7.5223293,3.402225219,4.919101904,4.823043544,4.958616922,6.772689746,0.919306224
2458,2458,74,19,35.23253522,9.666628,3.228174317,0.493223297,1.112213255,0.642883839,0.132932216,2.1384323,8.691344,5.624598502,3.644759602,3.583934698,3.458410611,6.237751325,0.405845203
2046,2046,22,2,35.21885972,16.333268,1.932501361,0.582857624,2.168474119,0.473503498,0.112469191,2.5269773,7.532148,4.351840225,2.156265343,2.116232537,1.887823028,3.745846107,0.915331596
1313,1313,66,7,35.18154605,18.833258,1.816524073,0.474805932,2.098707785,0.702458518,0.161581125,1.5013198,8.97374,4.219234044,1.868054165,1.871329161,2.172865575,4.086324631,0.737257154
2188,2188,22,23,35.16696062,12.166618,2.650464585,0.581998716,1.615291946,0.647743928,0.112469191,2.5269773,7.532148,5.096523612,2.890446681,2.835339191,2.825994759,5.141711332,0.726974149
2568,2568,25,12,35.15902611,7.666636,3.019461465,0.621469209,1.073902633,0.836646839,0.117715552,2.1597586,7.139042,5.439735505,4.585978271,4.487674044,3.945858091,8.227984329,0.505144755
2971,2971,54,6,35.14666828,17.166598,1.085548755,0.665713897,2.542092858,1.414336713,0.212227583,0.6200812,6.752939,3.261652618,2.047386924,2.03982341,1.54829199,4.432960674,0.368262263
429,429,28,10,35.09970769,16.999932,1.304410365,0.532406734,2.096008807,0.738314822,0.159366763,1.3731568,8.1106205,3.575363139,2.064696946,2.023243528,2.353894211,3.270115321,0.673110466
3621,3621,24,21,35.09945919,9.666628,2.790715007,0.640019931,1.388567015,0.648197284,0.115793557,2.163684,6.9615855,5.229627814,3.630993061,3.550891102,3.77583037,5.128204592,0.729108316
1279,1279,66,0,35.06559628,7.333304,1.555726642,0.473241088,0.817195952,0.73969813,0.161581125,1.5013198,8.97374,3.904628163,4.781691347,4.66996899,4.572436387,7.868592218,0.677114343
640,640,81,3,34.98041051,7.49997,1.052507846,0.514042706,0.899924406,0.474720886,0.130197266,2.123624,8.334,3.211631499,4.664073391,4.604190624,4.642530022,7.365082329,0.611921426
2446,2446,74,17,34.90751655,10.666624,3.154316998,0.488673332,1.227269799,0.6362187,0.132932216,2.1384323,8.691344,5.559883684,3.272592767,3.217026937,3.315961364,5.1070091,0.535231769
2930,2930,21,35,34.88335409,6.499974,0.631691555,0.585909498,0.873351559,0.378367984,0.111073199,2.5528471,7.442563,2.488087065,5.366691326,5.20392988,5.377452285,7.504310117,0.744648629
132,132,78,23,34.79229543,5.83331,2.887048923,0.511233652,0.699888633,0.550910217,0.129385016,2.150559,8.334626,5.319123935,5.96441736,5.884720128,5.934161899,9.680103576,0.508483276
3113,3113,20,22,34.78344021,8.166634,0.826435602,0.576524948,1.085652286,0.337267446,0.109169979,2.6779573,7.5223293,2.845886313,4.259213797,3.947241045,3.832559462,6.480660988,0.720782879
638,638,81,3,34.72941373,14.666608,2.267029635,0.510354269,1.759852172,0.572791338,0.130197266,2.123624,8.334,4.713479651,2.367924045,2.351686848,2.554992213,3.632002284,0.944711662
639,639,81,3,34.72941373,14.666608,2.267029635,0.510354269,1.759852172,0.51944124,0.130197266,2.123624,8.334,4.713479651,2.367924045,2.351686848,2.554992213,3.632002284,0.943054169
3420,3420,75,10,34.6121972,4.833314,2.202133266,0.491940982,0.563476986,0.484077742,0.131080441,2.1661875,8.57766,4.645525375,7.161172892,6.999331406,8.0832369,10.73075815,0.523753612
