,event number,mission number,trajectory number,jump amplitude [m],jump time [s],jump depth [m],normalized jump amplitude [-],normalized jump time [-],normalized cross shore jump location [-],breaking iribarren_number [-],Offshore Hs [m],Offshore Tm [s],linear phase speed at jump depth [m/s],bulk jump speed [m/s],mean jump speed [m/s],median jump speed [m/s],max jump speed [m/s],nrmse
2420,2420,74,12,10.71843178,4.99998,3.18741977,0.15004825,0.575282718,0.663609807,0.132932216,2.1384323,8.691344,5.588981459,2.143694931,2.06530654,2.283156968,3.063232247,0.937327455
1738,1738,67,4,10.71728509,3.166654,0.553523491,0.146898881,0.35770181,0.541961979,0.160965563,1.4895532,8.852776,2.329062089,3.384419355,2.445658854,2.25955415,3.72933298,0.990911267
2533,2533,25,7,10.70712899,4.499982,3.176072915,0.189258683,0.630334154,0.882737667,0.117715552,2.1597586,7.139042,5.579024518,2.379371515,2.061988368,2.156239125,3.386947034,0.830871691
1394,1394,43,7,10.70582121,6.66664,1.708767259,0.24146061,1.127863905,0.94495674,0.145954782,1.1010137,5.910855,4.092177799,1.605879604,1.531438004,1.613431672,2.767036053,0.694765967
2892,2892,21,29,10.69826886,4.99998,3.024328619,0.179690787,0.671808892,0.52736702,0.111073199,2.5528471,7.442563,5.44411797,2.139662331,2.065252573,2.43928334,2.867957951,0.9618978
1821,1821,36,4,10.69732163,6.66664,0.887497038,0.158858779,0.807185953,1.022162263,0.207574516,0.82674474,8.259113,2.9491475,1.604604662,1.478844537,1.534684555,2.219380634,0.952399654
135,135,78,23,10.69154466,3.999984,1.184221942,0.157100224,0.479923634,0.419200198,0.129385016,2.150559,8.334626,3.406666264,2.672896856,2.626659662,2.923031334,3.301693753,0.963930255
348,348,79,3,10.69089607,5.166646,2.41014042,0.157090694,0.619901361,0.548895178,0.129385016,2.150559,8.334626,4.859976967,2.069213968,1.992274963,2.171745452,2.747989603,0.973568303
3586,3586,24,15,10.66463628,5.499978,2.467398733,0.194463959,0.79004675,0.585034793,0.115793557,2.163684,6.9615855,4.917367953,1.939032534,1.92046472,1.923414975,2.768952392,0.897562712
83,83,78,14,10.6629799,4.833314,2.58437863,0.156680498,0.579907725,0.571504054,0.129385016,2.150559,8.334626,5.03258488,2.206142597,2.128590031,2.245674547,3.232075056,0.801452275
2751,2751,21,8,10.65693698,2.49999,2.064798369,0.178996566,0.335904446,0.486218996,0.111073199,2.5528471,7.442563,4.498335694,4.262791844,3.301077184,3.409690167,3.880055995,0.999501716
2336,2336,11,2,10.64349274,3.833318,1.335574695,0.221583149,0.610799599,1.011965046,0.146936094,1.1769178,6.2759013,3.617821446,2.776574429,2.264859543,2.383765394,3.235854049,0.774273269
1523,1523,26,14,10.64223934,4.666648,2.496982536,0.183990482,0.64222743,0.743493736,0.124572287,1.9717437,7.266348,4.94675943,2.280488981,1.999823302,2.15343281,3.094239817,0.709875111
2759,2759,21,9,10.64055306,4.99998,1.694265898,0.178721378,0.671808892,0.457078079,0.111073199,2.5528471,7.442563,4.074776779,2.128119125,1.938916377,2.08499591,2.485494867,0.980668824
2361,2361,40,9,10.63877302,7.666636,1.54684144,0.161844895,0.947616576,1.789036689,0.239308338,0.6072011,8.090441,3.89346197,1.387671597,1.355077489,1.411817835,2.177464309,0.733060873
1064,1064,42,4,10.62053042,5.666644,1.632060048,0.240149474,0.9604973,0.85094308,0.135855321,1.2675554,5.899698,3.999273493,1.874218748,1.740200469,1.838940894,2.331078616,0.910908559
587,587,69,15,10.61758268,5.83331,0.367607474,0.135395893,0.618887642,0.589144456,0.162591463,1.5692074,9.425475,1.898039315,1.820164312,1.724611958,1.816400559,2.548966598,0.904036978
335,335,79,1,10.61465724,6.999972,2.327454177,0.15597045,0.83986636,0.552977052,0.129385016,2.150559,8.334626,4.775882215,1.516385672,1.524659982,1.492971341,2.332268483,0.934296616
3041,3041,20,8,10.61316092,4.833314,2.701208297,0.175909916,0.642528904,0.459606552,0.109169979,2.6779573,7.5223293,5.14507933,2.19583518,1.988626202,2.062816179,3.022280509,0.912036688
1117,1117,13,6,10.60089203,6.166642,1.241641121,0.224131448,0.994249881,0.901266044,0.15032084,1.1072786,6.202306,3.48827794,1.719070448,1.665380191,1.709337236,2.343219145,0.978321566
2106,2106,22,11,10.59437812,3.999984,2.548193441,0.175332595,0.531054886,0.636230636,0.112469191,2.5269773,7.532148,4.997228804,2.648605124,2.308815213,2.450629966,3.31628346,0.932449888
601,601,69,18,10.59377935,7.333304,2.052591214,0.135092352,0.778030179,0.811848794,0.162591463,1.5692074,9.425475,4.485018829,1.444612053,1.442166662,1.326771668,2.458689135,0.7732002
2978,2978,31,2,10.58943443,7.666636,1.18317241,0.172618852,1.004557082,1.035419312,0.172758481,1.0873302,7.631857,3.405156329,1.381236103,1.316454684,1.458896403,1.87049036,0.968015804
3010,3010,20,1,10.58428554,5.999976,1.040461733,0.175431315,0.797622088,0.365799302,0.109169979,2.6779573,7.5223293,3.193199804,1.764054646,1.729338044,1.75909573,2.434369674,0.95675258
2778,2778,21,12,10.5822082,4.333316,2.84914225,0.177741403,0.582234373,0.614577662,0.111073199,2.5528471,7.442563,5.284088763,2.442057815,2.134617809,2.266465098,3.188943115,0.866682718
2585,2585,25,16,10.57015901,4.666648,3.585846187,0.186837609,0.653679863,0.932214936,0.117715552,2.1597586,7.139042,5.928009163,2.265043134,2.05313271,2.167333569,3.385858114,0.655476455
3204,3204,71,2,10.56470573,4.833314,0.825164476,0.135217649,0.51446338,0.688799491,0.163134115,1.5530667,9.394865,2.843696866,2.185809929,2.013143247,2.171118671,2.532366757,0.980789233
2634,2634,25,23,10.5602352,5.666644,2.832181061,0.186662196,0.79375412,0.79714543,0.117715552,2.1597586,7.139042,5.268336967,1.863578372,1.780366764,1.891825585,2.659376148,0.818035103
2050,2050,22,3,10.55827446,5.499978,2.211533927,0.174735094,0.730200469,0.527034348,0.112469191,2.5269773,7.532148,4.65543043,1.919693944,1.859792233,1.981265646,2.769615373,0.849307181
2841,2841,21,23,10.55202897,5.666644,2.881439402,0.177234505,0.761383411,0.645909852,0.111073199,2.5528471,7.442563,5.313953909,1.862130208,1.75993726,1.890100268,2.751353633,0.721543266
3073,3073,20,14,10.54799981,4.666648,3.598244156,0.174829891,0.620372735,0.639326779,0.109169979,2.6779573,7.5223293,5.938248288,2.260294715,2.257662548,2.501111595,3.150753959,0.949806179
1204,1204,76,7,10.54364929,6.66664,1.417570079,0.156765197,0.80801979,0.439367957,0.12979822,2.1118326,8.25059,3.727222395,1.58155372,1.526910584,1.561193651,2.350796232,0.888551041
1401,1401,12,1,10.54032243,7.333304,1.82721073,0.222907191,1.182578867,1.066582857,0.147122322,1.1556554,6.201112,4.231626774,1.437322444,1.435534363,1.356851567,2.125366424,0.952730475
1097,1097,42,17,10.53962371,5.83331,1.823871532,0.238320026,0.988747221,0.755136933,0.135855321,1.2675554,5.899698,4.227758391,1.806799863,1.741191361,1.821242716,2.749005931,0.906366795
3620,3620,24,21,10.52639676,5.166646,2.914026914,0.191943235,0.742165129,0.711340681,0.115793557,2.163684,6.9615855,5.34391839,2.037375264,2.009337863,1.943804025,2.789681005,0.975111558
569,569,69,13,10.52623552,7.333304,1.826153966,0.13423103,0.778030179,0.775344031,0.162591463,1.5692074,9.425475,4.23040292,1.435401494,1.450752406,1.478354299,2.314905056,0.840614473
2917,2917,21,33,10.52419123,4.833314,2.739640108,0.176766936,0.649415262,0.628854586,0.111073199,2.5528471,7.442563,5.181551221,2.177427585,2.010827484,2.113788921,3.079220151,0.815520655
692,692,81,13,10.52350155,4.833314,3.27262666,0.154644532,0.579951284,0.795260654,0.130197266,2.123624,8.334,5.663191791,2.177284892,2.074538081,2.39368318,3.144969802,0.882313224
2399,2399,74,8,10.51856476,4.833314,3.580112366,0.147250294,0.556106627,0.758918767,0.132932216,2.1384323,8.691344,5.92326778,2.176263482,1.961255765,2.088959909,3.242930688,0.708613644
2422,2422,74,12,10.51483519,5.83331,1.490376109,0.147198084,0.671163171,0.476421689,0.132932216,2.1384323,8.691344,3.821738592,1.802550385,1.717406194,1.826458096,2.356636595,0.933987606
1867,1867,80,5,10.51302746,4.99998,1.221532715,0.154477115,0.599904543,0.389065418,0.129385016,2.150559,8.334626,3.459916272,2.102613903,2.038771029,2.033654863,2.786338389,0.934097072
2115,2115,22,12,10.50931182,4.333316,2.552171183,0.173924783,0.57530946,0.634580882,0.112469191,2.5269773,7.532148,5.001127633,2.425235506,2.288206911,2.51439909,3.255477494,0.922648713
2230,2230,22,29,10.50459215,5.666644,2.560402642,0.173846674,0.752327756,0.601461104,0.112469191,2.5269773,7.532148,5.00918615,1.853758971,1.789336686,1.838859836,2.780336603,0.89868188
1881,1881,80,7,10.50117681,5.166646,1.230388916,0.154302983,0.619901361,0.405992787,0.129385016,2.150559,8.334626,3.472435943,2.032493964,1.970380989,2.213949405,2.839730374,0.865491956
71,71,78,11,10.49870884,4.666648,0.969445965,0.154266719,0.559910907,0.376055773,0.129385016,2.150559,8.334626,3.082299541,2.249732322,2.099228085,2.090101332,2.87322566,0.957317528
2502,2502,25,3,10.49821472,4.16665,2.670182733,0.185565925,0.583642735,0.700722804,0.117715552,2.1597586,7.139042,5.115446294,2.51958161,2.246065267,2.384293999,3.438086725,0.730820596
3558,3558,24,12,10.49205683,4.499982,3.788554083,0.191317064,0.646401886,0.903498281,0.115793557,2.163684,6.9615855,6.093261033,2.331577512,1.999222985,2.234577365,3.131374802,0.755378428
1123,1123,13,9,10.48540156,5.166646,2.13713681,0.221689668,0.83302017,1.084562501,0.15032084,1.1072786,6.202306,4.57645504,2.029440678,1.959484969,2.05692555,2.92697288,0.818354413
328,328,79,0,10.48431849,5.333312,2.183713287,0.154055269,0.639898179,0.522913226,0.129385016,2.150559,8.334626,4.626055579,1.965817581,1.927255716,2.012697536,2.857466348,0.980112466
1278,1278,76,20,10.48027314,4.99998,1.623399381,0.155822907,0.606014843,0.365162015,0.12979822,2.1118326,8.25059,3.988648134,2.096063012,1.857185596,2.121948762,2.995458844,0.749675367
1734,1734,67,4,10.47911409,4.833314,2.050355714,0.143634337,0.545965921,0.796363887,0.160965563,1.4895532,8.852776,4.482575821,2.168101243,2.049199869,2.114799547,3.445696392,0.700458212
757,757,72,8,10.47362194,2.833322,1.451022915,0.131463483,0.296413677,0.707956638,0.165174783,1.5447562,9.558675,3.770944784,3.696587236,3.286791092,3.362251638,3.646728822,0.998357752
243,243,68,21,10.46740778,4.99998,2.571882918,0.139304394,0.550820621,0.974803532,0.163885709,1.4799527,9.077329,5.020403629,2.093489929,1.947060252,2.189736118,2.991093345,0.645190254
558,558,69,10,10.45774886,4.499982,1.6199298,0.133357685,0.47742761,0.741380248,0.162591463,1.5692074,9.425475,3.98438352,2.323953486,2.119678212,2.370674245,3.055051329,0.957283192
965,965,23,18,10.45558946,4.16665,2.915982367,0.173490371,0.554432493,0.708260653,0.114922357,2.4139028,7.515162,5.345711103,2.509351508,2.241136368,2.355799163,3.364813439,0.88484769
448,448,8,6,10.45339341,5.333312,2.129180972,0.225714879,0.873412024,1.181952188,0.140337118,1.2439636,6.1062956,4.5679288,1.960019104,1.859576395,1.978968892,2.998026738,0.594205615
125,125,78,21,10.45245318,5.499978,1.592086409,0.153587044,0.659894997,0.506636289,0.129385016,2.150559,8.334626,3.949993267,1.900453634,1.585849059,1.833202057,1.919649847,0.986419559
3274,3274,71,22,10.44388428,4.333316,1.74325813,0.133671255,0.46124303,0.791511489,0.163134115,1.5530667,9.394865,4.133271063,2.410136782,2.248545959,2.477431497,3.156777115,0.911295983
3327,3327,30,1,10.44312264,5.499978,0.898868958,0.169501741,0.717704762,0.821543453,0.172589671,1.0941637,7.6632876,2.96798177,1.898757165,1.782019441,1.760966009,2.860359418,0.890220558
1114,1114,13,6,10.43644704,5.83331,2.499588058,0.220654638,0.940506644,1.182933929,0.15032084,1.1072786,6.202306,4.949339649,1.789112363,1.778332097,1.711298471,2.481614695,0.97126802
1156,1156,76,1,10.42741868,5.333312,2.909410145,0.155037056,0.646415832,0.618886943,0.12979822,2.1118326,8.25059,5.339683457,1.955148822,1.865370919,1.976074831,2.642625832,0.955992547
1567,1567,26,21,10.41698407,4.16665,0.722198914,0.180096111,0.573417348,0.513063309,0.124572287,1.9717437,7.266348,2.660366395,2.500086177,2.496755992,2.738751898,3.95703038,0.839927495
3009,3009,20,1,10.41653927,3.999984,1.470798416,0.172650972,0.531748058,0.387774263,0.109169979,2.6779573,7.5223293,3.796554289,2.604145233,2.410755939,2.695524848,3.187361734,0.939797864
1414,1414,12,5,10.41569929,8.499966,0.897319501,0.220271655,1.370716413,0.846774984,0.147122322,1.1556554,6.201112,2.965422585,1.225381289,1.195143111,1.355030727,1.634506521,0.880150946
661,661,81,7,10.41395852,4.499982,3.292903782,0.15303478,0.539954644,0.783365717,0.130197266,2.123624,8.334,5.680709204,2.314222262,2.050205497,2.156573191,3.349331488,0.649407843
408,408,28,2,10.39977545,6.499974,2.527185668,0.157748051,0.801415132,0.932065665,0.159366763,1.3731568,8.1106205,4.976587138,1.599971854,1.544303032,1.537148657,2.629597322,0.734344889
2857,2857,21,24,10.38952737,4.666648,0.597040135,0.174505088,0.627021632,0.381527483,0.111073199,2.5528471,7.442563,2.41888266,2.226336198,1.987791304,2.1540147,2.96035905,0.874636606
3483,3483,24,1,10.37662872,3.999984,1.777454595,0.189212294,0.574579455,0.510331994,0.115793557,2.163684,6.9615855,4.173614145,2.594167558,2.31306877,2.323322616,3.130695246,0.939105836
3497,3497,24,3,10.36751083,4.833314,2.496757567,0.189046034,0.694283508,0.580833001,0.115793557,2.163684,6.9615855,4.946536582,2.14501082,2.047390237,2.17357912,3.147496486,0.744153659
1608,1608,77,2,10.36452636,4.333316,3.653034769,0.15410196,0.525212864,0.799871274,0.12979822,2.1118326,8.25059,5.983288455,2.391823342,2.186945434,2.342658808,3.127140653,0.972278062
3567,3567,24,13,10.36060512,3.999984,2.946902852,0.188920112,0.574579455,0.691297127,0.115793557,2.163684,6.9615855,5.373978782,2.590161642,2.196824229,2.335688766,3.276519852,0.821735754
1549,1549,26,19,10.35516114,4.499982,1.975291275,0.179027273,0.619290736,0.623153858,0.124572287,1.9717437,7.266348,4.399756186,2.301156125,2.181676669,2.360352637,3.19018067,0.909441915
858,858,23,3,10.35454649,3.666652,1.174019558,0.171813758,0.487900593,0.423977727,0.114922357,2.4139028,7.515162,3.391959857,2.823978521,2.504250345,2.605634146,3.047199622,0.969754416
3502,3502,24,4,10.35006941,4.333316,1.925897052,0.188727999,0.622461076,0.522514577,0.115793557,2.163684,6.9615855,4.34439767,2.388487111,2.244898816,2.371279764,3.336315089,0.830767654
3408,3408,75,8,10.34606837,5.666644,1.466360425,0.147048019,0.66062819,0.386392865,0.131080441,2.1661875,8.57766,3.790822097,1.825784074,1.740452186,1.810135652,2.211002227,0.964641244
2416,2416,74,11,10.34513824,4.333316,2.766332859,0.144822482,0.498578356,0.580299599,0.132932216,2.1384323,8.691344,5.206732375,2.387349143,2.228515542,2.306885753,2.938006323,0.979389675
3268,3268,71,21,10.33335905,4.99998,2.639452405,0.132256643,0.532203496,0.978856756,0.163134115,1.5530667,9.394865,5.085925046,2.066680076,1.885817331,1.962032033,3.094063219,0.673886222
56,56,78,10,10.33198775,5.499978,3.508900201,0.15181694,0.659894997,0.770895703,0.129385016,2.150559,8.334626,5.8640619,1.878550742,1.856109946,1.854570503,3.117929608,0.920247883
2992,2992,31,6,10.32542401,2.999988,0.827569388,0.168315206,0.393087554,1.026846125,0.172758481,1.0873302,7.631857,2.847837776,3.441821769,2.864327785,2.951496733,3.419386078,0.994426213
3647,3647,24,25,10.3192755,4.416649,3.985828911,0.188166489,0.634431481,0.894948284,0.115793557,2.163684,6.9615855,6.249889865,2.336449082,1.752467251,1.870794447,3.163614096,0.502274268
2471,2471,74,22,10.31287908,4.16665,2.557418808,0.144370883,0.479402265,0.557724416,0.132932216,2.1384323,8.691344,5.006266505,2.47510088,2.258929876,2.370714134,3.277590246,0.935578153
1034,1034,17,8,10.30162388,6.999972,1.01904326,0.170196104,0.927978074,1.041353432,0.16800555,1.1343955,7.5432515,3.160162012,1.471666441,1.487739236,1.37986581,2.274094619,0.973058637
851,851,23,2,10.29913284,5.666644,2.364646452,0.170894275,0.75402819,0.579172553,0.114922357,2.4139028,7.515162,4.813889823,1.8175013,1.792735585,1.872019701,2.727070673,0.900530709
321,321,59,4,10.29614756,7.833302,1.357674796,0.133836205,0.845264049,1.068082611,0.186668521,1.1679242,9.267284,3.647631149,1.314407074,1.314770266,1.204670207,2.350728961,0.738215313
242,242,68,21,10.29373695,4.666648,2.85740243,0.136993114,0.514099247,1.098994626,0.163885709,1.4799527,9.077329,5.291742984,2.205809598,1.990420949,2.306898029,3.027056352,0.730128938
7,7,78,1,10.28746453,3.999984,3.156997592,0.151162722,0.479923634,0.691554922,0.129385016,2.150559,8.334626,5.562245626,2.571876421,2.28346243,2.396801123,3.162501758,0.955884311
2137,2137,22,15,10.28431954,3.999984,2.386222874,0.170201253,0.531054886,0.595239232,0.112469191,2.5269773,7.532148,4.835802329,2.571090169,2.386702095,2.731969905,3.247162075,0.912706615
1616,1616,77,4,10.28255543,4.99998,2.324142918,0.152883199,0.606014843,0.553920244,0.12979822,2.1118326,8.25059,4.772483693,2.056519311,2.011084064,2.113437974,3.103558214,0.891252468
964,964,23,18,10.27116365,4.499982,2.975717558,0.17043018,0.598787092,0.719190821,0.114922357,2.4139028,7.515162,5.400188151,2.282489941,2.112664686,2.302894625,3.272201285,0.872445014
1043,1043,17,14,10.26805142,4.99998,2.724058301,0.169641444,0.662841482,1.55796061,0.16800555,1.1343955,7.5432515,5.166795075,2.053618499,1.985875716,2.098739622,3.172459453,0.736165088
2332,2332,11,1,10.25753756,4.16665,2.288468084,0.213548083,0.663912608,1.24537892,0.146936094,1.1769178,6.2759013,4.735714014,2.461818861,2.160021341,2.458781105,3.315918892,0.600206887
2368,2368,74,1,10.25256504,4.833314,4.35463398,0.143526541,0.556106627,0.649321345,0.132932216,2.1384323,8.691344,6.532642115,2.121228838,1.9533886,2.071777388,3.366538229,0.842153212
2739,2739,21,7,10.2511242,4.16665,2.671814752,0.172180434,0.559840743,0.520862878,0.111073199,2.5528471,7.442563,5.117009339,2.460279649,2.159429078,2.33542637,3.254818684,0.879692608
1585,1585,26,26,10.24738646,4.833314,2.484956151,0.177163989,0.665164124,0.850537289,0.124572287,1.9717437,7.266348,4.934832345,2.120157404,1.96115166,2.036686231,3.00739145,0.729459244
2527,2527,25,6,10.24651059,5.333312,2.702218255,0.181116815,0.747062701,0.728109496,0.117715552,2.1597586,7.139042,5.14604109,1.92122842,1.907259576,1.896947119,2.883872283,0.914328057
102,102,78,17,10.24536886,4.666648,2.970722904,0.150544173,0.559910907,0.532964333,0.129385016,2.150559,8.334626,5.395654219,2.195444965,1.787500805,1.731329926,2.703634716,0.880331265
1750,1750,67,6,10.23852464,4.666648,0.774151074,0.140336643,0.52713951,0.608753881,0.160965563,1.4895532,8.852776,2.75439295,2.193978341,2.115782868,2.175195708,2.742547784,0.963123419
84,84,78,14,10.23479067,4.16665,2.25610811,0.150388738,0.499920452,0.541127449,0.129385016,2.150559,8.334626,4.702112236,2.456359586,2.314180076,2.415475559,3.257594447,0.972154454
1824,1824,36,6,10.23452528,5.999976,1.500884387,0.151986099,0.726467358,1.19465263,0.207574516,0.82674474,8.259113,3.835187999,1.705761036,1.616585673,1.682161156,2.27619649,0.932026195
364,364,79,5,10.23244253,4.666648,2.805684464,0.150354235,0.559910907,0.59297523,0.129385016,2.150559,8.334626,5.243634975,2.192675028,2.118192656,2.164586296,3.083341198,0.948674783
3415,3415,75,10,10.23209027,3.999984,3.440987518,0.145428056,0.466325781,0.716566598,0.131080441,2.1661875,8.57766,5.80703691,2.558032799,2.079919438,2.212489286,3.124739339,0.771170928
2478,2478,74,23,10.22212177,6.499974,1.406251316,0.143100364,0.747867533,0.428144968,0.132932216,2.1384323,8.691344,3.712312338,1.572640409,1.525281737,1.586018518,2.021163752,0.824508843
3633,3633,24,23,10.21848254,4.16665,3.460711439,0.186328583,0.598520265,0.876582962,0.115793557,2.163684,6.9615855,5.823656248,2.452445619,2.108813434,2.254028943,2.968046624,0.921712072
1878,1878,80,7,10.21582724,5.999976,1.430864258,0.150110092,0.719885451,0.504264377,0.129385016,2.150559,8.334626,3.744658827,1.702644684,1.686644112,1.694247451,2.680260553,0.901400283
3127,3127,20,26,10.21573063,5.166646,3.167428131,0.16932263,0.686841242,0.59075596,0.109169979,2.6779573,7.5223293,5.571426719,1.977246095,1.790246924,1.938570805,2.810320825,0.762669168
293,293,18,4,10.21561197,5.166646,1.49654879,0.159852378,0.654111193,1.00548608,0.175101151,1.1026126,7.8987274,3.829644649,1.977223128,1.941994308,2.101542854,2.679591584,0.944558172
2424,2424,74,12,10.21374785,6.66664,1.585901486,0.142983136,0.767043624,0.392985413,0.132932216,2.1384323,8.691344,3.942313352,1.532068306,1.504551649,1.47854438,2.135235071,0.911853188
1127,1127,13,10,10.20872812,6.833306,1.712508666,0.215840046,1.101736354,1.009386906,0.15032084,1.1072786,6.202306,4.096655334,1.493966189,1.476785787,1.489016188,2.151682062,0.944420421
3413,3413,75,9,10.20491617,5.166646,1.384337469,0.145041832,0.602337467,0.449071304,0.131080441,2.1661875,8.57766,3.683273978,1.975152966,1.928961108,2.076901713,2.647380866,0.961574007
501,501,38,13,10.19283058,6.166642,0.928969323,0.155660127,0.76472502,1.271278497,0.201234266,0.85539997,8.0638685,3.01726687,1.652898058,1.599536827,1.67016761,2.350559159,0.801101791
931,931,23,13,10.19241038,4.99998,2.945646045,0.169123421,0.665318991,0.72709303,0.114922357,2.4139028,7.515162,5.372832702,2.03849023,1.911200102,1.971779976,2.901300309,0.774211128
284,284,19,15,10.18756745,6.66664,1.558510671,0.158658476,0.840623353,0.889792017,0.169648389,1.1802212,7.930591,3.908120338,1.52814123,1.5001149,1.508033708,2.073796931,0.953440445
546,546,69,8,10.18222549,4.499982,2.432806294,0.129844198,0.47742761,0.906753775,0.162591463,1.5692074,9.425475,4.882776022,2.262725827,2.157566937,2.434275982,3.379268291,0.635294301
1860,1860,80,4,10.17155784,4.333316,1.018649472,0.149459603,0.51991727,0.447320221,0.129385016,2.150559,8.334626,3.159551364,2.347291967,2.139939446,2.275166113,2.976729127,0.937538458
365,365,79,5,10.17000878,5.999976,2.363806549,0.149436841,0.719885451,0.512140568,0.129385016,2.150559,8.334626,4.81303482,1.695008244,1.686286365,1.703816588,2.402548932,0.972475216
1551,1551,26,19,10.1645941,6.499974,0.838558693,0.175732617,0.894531063,0.538329451,0.124572287,1.9717437,7.266348,2.866683657,1.563789963,1.49798605,1.591200582,1.925042076,0.981623191
906,906,23,10,10.16012919,5.499978,1.923483717,0.168587777,0.73185089,0.504078661,0.114922357,2.4139028,7.515162,4.341674841,1.847303605,1.635002211,1.743328818,2.38806616,0.941500041
172,172,39,12,10.15189554,8.3333,1.227749584,0.155650137,1.036905179,1.274299463,0.242908129,0.5847486,8.036704,3.468709547,1.218232337,1.230219258,1.270761727,1.816287085,0.808416032
336,336,79,1,10.15057085,6.333308,2.003945385,0.149151223,0.759879088,0.525814681,0.129385016,2.150559,8.334626,4.431553314,1.602728124,1.564179624,1.581615453,2.187910058,0.940019975
901,901,23,10,10.14500201,5.333312,2.810845203,0.16833677,0.709673591,0.69606514,0.114922357,2.4139028,7.515162,5.248455296,1.902195485,1.778815454,2.002451614,2.623502058,0.820478847
3184,3184,20,37,10.13980521,3.833318,3.19527758,0.168064189,0.509591889,0.594120543,0.109169979,2.6779573,7.5223293,5.595866357,2.645177157,2.121563838,2.300983395,3.119652515,0.909957185
752,752,72,7,10.13797059,4.99998,0.595423598,0.127250433,0.523082959,0.617692127,0.165174783,1.5447562,9.558675,2.415605775,2.027602228,1.934374017,1.964751929,2.725404161,0.93085374
855,855,23,2,10.13435475,4.99998,0.882878579,0.1681601,0.665318991,0.424414498,0.114922357,2.4139028,7.515162,2.941463934,2.026879058,1.908816748,2.118406444,2.624819061,0.93448733
1365,1365,37,2,10.12988977,4.499982,1.828900129,0.151304011,0.54755744,1.210484657,0.204209803,0.8492915,8.218283,4.233582557,2.25109562,2.040841657,2.086041344,3.067902025,0.890431339
1958,1958,73,11,10.12300409,3.999984,0.398900541,0.127062576,0.418466367,0.591085341,0.165174783,1.5447562,9.558675,1.977176093,2.530761145,2.123315723,2.272689931,2.8787522,0.909388427
2821,2821,21,19,10.11758654,5.333312,1.211056971,0.169937502,0.716596151,0.429740956,0.111073199,2.5528471,7.442563,3.445048377,1.897055065,1.81135722,1.887244874,2.418330674,0.964787197
1678,1678,77,15,10.11555024,4.16665,1.366524712,0.150400131,0.505012369,0.429280014,0.12979822,2.1118326,8.25059,3.659500264,2.427741768,2.306309672,2.500640338,3.126423026,0.961362393
1809,1809,36,0,10.11199483,6.833306,1.323269387,0.150166481,0.827365602,1.206358145,0.207574516,0.82674474,8.259113,3.601116492,1.479810041,1.444375914,1.438569086,2.183739708,0.905634869
260,260,19,5,10.10679741,7.166638,2.412290266,0.157400584,0.903670105,0.897985918,0.169648389,1.1802212,7.930591,4.862144034,1.410256442,1.425385823,1.27700671,2.495736413,0.765334698
2550,2550,25,10,10.10369356,3.999984,3.235366863,0.178592388,0.560297026,0.842571824,0.117715552,2.1597586,7.139042,5.63086097,2.525933494,2.024452881,2.093830347,3.195950011,0.653017427
3314,3314,14,10,10.10360253,6.833306,2.625427123,0.202343732,1.056737603,1.182148549,0.156091935,1.0841297,6.466417,5.072394484,1.478581894,1.460539038,1.446087519,2.491691258,0.855062406
1752,1752,67,7,10.09823518,4.499982,1.391980428,0.138413734,0.508313099,0.694608759,0.160965563,1.4895532,8.852776,3.693427702,2.244061239,2.073417506,2.21160545,2.866931086,0.973783722
3032,3032,20,6,10.09712576,4.499982,1.541290522,0.16735679,0.598216566,0.386439353,0.109169979,2.6779573,7.5223293,3.88646975,2.2438147,2.088199041,2.271244323,3.211051428,0.858764787
376,376,79,7,10.09567661,4.499982,1.792214982,0.148344614,0.539914089,0.520497125,0.129385016,2.150559,8.334626,4.190907637,2.243492665,2.108039354,2.290881967,3.093635189,0.852294644
3182,3182,20,37,10.09332348,4.16665,3.957615795,0.167293769,0.553904228,0.674751921,0.109169979,2.6779573,7.5223293,6.227731111,2.422407326,2.168390873,2.308056936,3.144238942,0.92812543
2172,2172,22,19,10.08026404,5.333312,0.367707914,0.166824219,0.708073182,0.371372759,0.112469191,2.5269773,7.532148,1.898298595,1.890057069,1.862647763,1.961072939,2.648808654,0.897242406
1162,1162,76,2,10.078458,5.83331,1.991103143,0.149848635,0.707017316,0.532231503,0.12979822,2.1118326,8.25059,4.417330733,1.727742568,1.696791984,1.609653389,2.504031027,0.963073243
1759,1759,67,8,10.07524007,4.99998,0.442622505,0.138098546,0.564792332,0.55271676,0.160965563,1.4895532,8.852776,2.082714706,2.015056074,1.939955799,2.137589645,2.458692681,0.982039551
2216,2216,22,26,10.06895671,4.499982,0.361445165,0.166637087,0.597436747,0.367314395,0.112469191,2.5269773,7.532148,1.882063393,2.237554886,1.896409139,2.083833092,2.603890918,0.854778828
943,943,23,14,10.06132734,4.16665,1.263667942,0.16694835,0.554432493,0.434120724,0.114922357,2.4139028,7.515162,3.519083095,2.41472822,2.117732439,2.212072369,3.136858291,0.813410063
1426,1426,12,9,10.06011929,5.166646,1.684046946,0.212751834,0.833180565,1.050256291,0.147122322,1.1556554,6.201112,4.062469701,1.947127651,1.77203767,1.836048021,2.335781356,0.958952342
2697,2697,21,1,10.05720624,4.666648,2.839505782,0.168923339,0.627021632,0.595243737,0.111073199,2.5528471,7.442563,5.275145179,2.155124244,2.092061634,2.114448363,3.318768199,0.676871135
